Category;Order Date;Segment;Sales Target
Furniture;2018-11-15;Home Office;40 
Technology;2018-11-16;Home Office;1010 
Furniture;2018-11-16;Home Office;948 
Office Supplies;2018-11-16;Home Office;654 
Furniture;2018-11-16;Corporate;629 
Technology;2018-11-16;Corporate;599 
Office Supplies;2018-11-16;Corporate;36 
Furniture;2018-11-17;Consumer;1617 
Office Supplies;2018-11-17;Consumer;1605 
Technology;2018-11-17;Consumer;408 
Technology;2018-11-19;Consumer;879 
Furniture;2018-11-19;Home Office;156 
Office Supplies;2018-11-19;Corporate;27 
Office Supplies;2018-11-19;Consumer;5 
Furniture;2018-11-20;Consumer;1126 
Technology;2018-11-20;Corporate;456 
Furniture;2018-11-20;Home Office;385 
Office Supplies;2018-11-20;Consumer;258 
Office Supplies;2018-11-20;Corporate;233 
Office Supplies;2018-11-20;Home Office;179 
Furniture;2018-11-20;Corporate;173 
Technology;2018-11-20;Consumer;66 
Technology;2018-11-20;Home Office;14 
Furniture;2018-11-21;Consumer;1864 
Technology;2018-11-21;Consumer;541 
Technology;2018-11-21;Corporate;500 
Office Supplies;2018-11-21;Corporate;358 
Furniture;2018-11-21;Corporate;244 
Office Supplies;2018-11-21;Consumer;105 
Furniture;2018-11-22;Home Office;213 
Office Supplies;2018-11-22;Consumer;171 
Office Supplies;2018-11-22;Home Office;144 
Technology;2018-11-22;Consumer;34 
Technology;2018-11-22;Home Office;27 
Office Supplies;2018-11-23;Consumer;2342 
Office Supplies;2018-11-23;Corporate;336 
Technology;2018-11-23;Consumer;320 
Office Supplies;2018-11-24;Consumer;1181 
Furniture;2018-11-24;Consumer;85 
Technology;2018-11-24;Consumer;12 
Office Supplies;2018-11-25;Consumer;14 
Furniture;2018-11-26;Corporate;762 
Technology;2018-11-26;Corporate;654 
Office Supplies;2018-11-26;Corporate;178 
Technology;2018-11-27;Home Office;1094 
Furniture;2018-11-27;Consumer;725 
Furniture;2018-11-27;Home Office;604 
Office Supplies;2018-11-27;Home Office;371 
Technology;2018-11-27;Corporate;202 
Technology;2018-11-27;Consumer;89 
Office Supplies;2018-11-27;Consumer;30 
Technology;2018-11-28;Corporate;641 
Furniture;2018-11-28;Consumer;562 
Office Supplies;2018-11-28;Consumer;334 
Office Supplies;2018-11-28;Corporate;206 
Furniture;2018-11-28;Corporate;78 
Office Supplies;2018-11-28;Home Office;8 
Furniture;2018-11-29;Corporate;1493 
Office Supplies;2018-11-29;Corporate;1260 
Office Supplies;2018-11-29;Home Office;56 
Technology;2018-11-29;Consumer;18 
Office Supplies;2018-11-29;Consumer;9 
Furniture;2018-11-30;Consumer;1076 
Technology;2018-11-30;Consumer;297 
Office Supplies;2018-11-30;Consumer;279 
Office Supplies;2018-11-30;Home Office;79 
Furniture;2018-11-30;Corporate;17 
Furniture;2018-12-01;Home Office;5803 
Office Supplies;2018-12-01;Home Office;307 
Office Supplies;2018-12-01;Corporate;112 
Office Supplies;2018-12-01;Consumer;58 
Furniture;2018-12-01;Consumer;7 
Office Supplies;2018-12-03;Corporate;537 
Technology;2018-12-03;Corporate;516 
Furniture;2018-12-03;Consumer;407 
Office Supplies;2018-12-03;Home Office;216 
Technology;2018-12-03;Consumer;111 
Office Supplies;2018-12-03;Consumer;100 
Technology;2018-12-03;Home Office;38 
Furniture;2018-12-03;Corporate;3 
Technology;2018-12-04;Consumer;1858 
Office Supplies;2018-12-04;Consumer;1678 
Furniture;2018-12-04;Consumer;1117 
Office Supplies;2018-12-04;Corporate;386 
Technology;2018-12-04;Corporate;121 
Furniture;2018-12-04;Corporate;35 
Office Supplies;2018-12-05;Consumer;328 
Office Supplies;2018-12-05;Home Office;162 
Furniture;2018-12-05;Corporate;148 
Furniture;2018-12-05;Consumer;142 
Technology;2018-12-05;Consumer;42 
Technology;2018-12-05;Corporate;41 
Office Supplies;2018-12-05;Corporate;13 
Technology;2018-12-06;Consumer;2274 
Office Supplies;2018-12-06;Consumer;2221 
Technology;2018-12-06;Home Office;1050 
Furniture;2018-12-06;Consumer;395 
Office Supplies;2018-12-06;Home Office;46 
Office Supplies;2018-12-06;Corporate;9 
Technology;2018-12-07;Consumer;689 
Furniture;2018-12-07;Consumer;367 
Office Supplies;2018-12-07;Consumer;182 
Office Supplies;2018-12-07;Corporate;12 
Technology;2018-12-08;Home Office;1857 
Office Supplies;2018-12-08;Home Office;332 
Technology;2018-12-08;Corporate;236 
Office Supplies;2018-12-08;Corporate;226 
Office Supplies;2018-12-09;Corporate;36 
Furniture;2018-12-10;Corporate;1691 
Technology;2018-12-10;Home Office;872 
Office Supplies;2018-12-10;Home Office;278 
Technology;2018-12-10;Corporate;147 
Technology;2018-12-10;Consumer;133 
Office Supplies;2018-12-10;Corporate;98 
Office Supplies;2018-12-10;Consumer;74 
Technology;2018-12-11;Consumer;566 
Furniture;2018-12-11;Consumer;564 
Office Supplies;2018-12-11;Consumer;449 
Office Supplies;2018-12-11;Home Office;114 
Office Supplies;2018-12-12;Consumer;447 
Furniture;2018-12-12;Consumer;438 
Technology;2018-12-12;Consumer;322 
Office Supplies;2018-12-12;Corporate;111 
Technology;2018-12-13;Consumer;709 
Office Supplies;2018-12-13;Corporate;144 
Office Supplies;2018-12-13;Home Office;62 
Office Supplies;2018-12-13;Consumer;34 
Technology;2018-12-14;Consumer;363 
Furniture;2018-12-14;Corporate;274 
Office Supplies;2018-12-14;Corporate;144 
Furniture;2018-12-14;Consumer;26 
Furniture;2018-12-14;Home Office;14 
Office Supplies;2018-12-14;Consumer;8 
Technology;2018-12-15;Consumer;4151 
Furniture;2018-12-15;Consumer;239 
Technology;2018-12-15;Corporate;222 
Office Supplies;2018-12-15;Consumer;157 
Office Supplies;2018-12-15;Home Office;3 
Office Supplies;2018-12-16;Consumer;5 
Furniture;2018-12-17;Consumer;1358 
Office Supplies;2018-12-17;Consumer;553 
Technology;2018-12-17;Consumer;139 
Office Supplies;2018-12-18;Consumer;711 
Technology;2018-12-18;Consumer;155 
Office Supplies;2018-12-18;Corporate;72 
Office Supplies;2018-12-18;Home Office;20 
Furniture;2018-12-18;Corporate;19 
Technology;2018-12-19;Home Office;2048 
Technology;2018-12-19;Consumer;1827 
Furniture;2018-12-19;Home Office;948 
Office Supplies;2018-12-19;Consumer;544 
Office Supplies;2018-12-19;Corporate;135 
Office Supplies;2018-12-19;Home Office;26 
Technology;2018-12-20;Consumer;449 
Furniture;2018-12-20;Consumer;347 
Office Supplies;2018-12-20;Consumer;129 
Technology;2018-12-20;Home Office;96 
Office Supplies;2018-12-20;Corporate;60 
Office Supplies;2018-12-20;Home Office;13 
Furniture;2018-12-21;Consumer;1651 
Technology;2018-12-21;Home Office;1151 
Technology;2018-12-21;Consumer;185 
Office Supplies;2018-12-21;Corporate;58 
Office Supplies;2018-12-21;Home Office;54 
Furniture;2018-12-21;Home Office;51 
Office Supplies;2018-12-21;Consumer;26 
Furniture;2018-12-22;Corporate;406 
Office Supplies;2018-12-22;Corporate;34 
Office Supplies;2018-12-22;Home Office;19 
Office Supplies;2018-12-23;Consumer;185 
Technology;2018-12-24;Corporate;4655 
Furniture;2018-12-24;Corporate;885 
Furniture;2018-12-24;Consumer;704 
Technology;2018-12-24;Consumer;592 
Office Supplies;2018-12-24;Consumer;233 
Office Supplies;2018-12-24;Corporate;176 
Technology;2018-12-25;Consumer;2207 
Furniture;2018-12-25;Consumer;696 
Furniture;2018-12-25;Corporate;630 
Office Supplies;2018-12-25;Home Office;455 
Office Supplies;2018-12-25;Consumer;229 
Technology;2018-12-25;Corporate;73 
Office Supplies;2018-12-25;Corporate;18 
Furniture;2018-12-26;Home Office;245 
Office Supplies;2018-12-26;Consumer;230 
Furniture;2018-12-26;Consumer;57 
Furniture;2018-12-27;Corporate;1525 
Technology;2018-12-27;Corporate;754 
Furniture;2018-12-27;Home Office;685 
Office Supplies;2018-12-27;Home Office;547 
Office Supplies;2018-12-27;Consumer;447 
Technology;2018-12-27;Home Office;405 
Office Supplies;2018-12-27;Corporate;369 
Technology;2018-12-27;Consumer;228 
Technology;2018-12-28;Consumer;60 
Office Supplies;2018-12-28;Consumer;27 
Office Supplies;2018-12-29;Consumer;7 
Technology;2018-12-30;Consumer;2922 
Office Supplies;2018-12-30;Consumer;369 
Office Supplies;2018-12-31;Corporate;613 
Office Supplies;2018-12-31;Consumer;569 
Furniture;2018-12-31;Consumer;13 
Technology;2019-01-02;Corporate;213 
Furniture;2019-01-02;Corporate;148 
Furniture;2019-01-03;Corporate;1752 
Technology;2019-01-03;Corporate;392 
Office Supplies;2019-01-03;Consumer;114 
Office Supplies;2019-01-03;Corporate;10 
Technology;2019-01-04;Corporate;1008 
Office Supplies;2019-01-04;Corporate;105 
Technology;2019-01-05;Corporate;276 
Office Supplies;2019-01-05;Corporate;5 
Office Supplies;2019-01-07;Home Office;36 
Office Supplies;2019-01-07;Consumer;22 
Furniture;2019-01-07;Consumer;21 
Furniture;2019-01-08;Corporate;1472 
Office Supplies;2019-01-08;Corporate;116 
Technology;2019-01-08;Consumer;95 
Office Supplies;2019-01-08;Consumer;75 
Technology;2019-01-09;Corporate;633 
Furniture;2019-01-09;Corporate;17 
Technology;2019-01-10;Corporate;69 
Furniture;2019-01-10;Corporate;68 
Furniture;2019-01-10;Consumer;23 
Office Supplies;2019-01-11;Home Office;79 
Furniture;2019-01-11;Home Office;48 
Technology;2019-01-11;Home Office;15 
Furniture;2019-01-14;Consumer;328 
Office Supplies;2019-01-14;Consumer;82 
Technology;2019-01-15;Home Office;250 
Furniture;2019-01-15;Consumer;169 
Office Supplies;2019-01-15;Consumer;131 
Office Supplies;2019-01-15;Home Office;122 
Technology;2019-01-16;Consumer;83 
Office Supplies;2019-01-16;Consumer;12 
Technology;2019-01-17;Home Office;418 
Technology;2019-01-17;Corporate;316 
Furniture;2019-01-17;Home Office;306 
Furniture;2019-01-21;Consumer;1202 
Furniture;2019-01-22;Consumer;489 
Office Supplies;2019-01-22;Consumer;179 
Technology;2019-01-22;Home Office;171 
Furniture;2019-01-22;Corporate;108 
Office Supplies;2019-01-23;Corporate;1525 
Technology;2019-01-23;Corporate;100 
Furniture;2019-01-23;Consumer;59 
Office Supplies;2019-01-24;Corporate;31 
Office Supplies;2019-01-25;Corporate;479 
Furniture;2019-01-25;Corporate;370 
Office Supplies;2019-01-28;Corporate;43 
Technology;2019-01-30;Consumer;1310 
Furniture;2019-01-30;Consumer;943 
Office Supplies;2019-01-30;Consumer;377 
Office Supplies;2019-01-30;Corporate;136 
Office Supplies;2019-01-31;Home Office;1526 
Technology;2019-01-31;Home Office;106 
Office Supplies;2019-01-31;Corporate;21 
Office Supplies;2019-01-31;Consumer;17 
Office Supplies;2019-02-01;Corporate;152 
Technology;2019-02-02;Consumer;9625 
Office Supplies;2019-02-02;Consumer;131 
Furniture;2019-02-02;Corporate;68 
Furniture;2019-02-02;Consumer;20 
Furniture;2019-02-03;Consumer;780 
Office Supplies;2019-02-04;Corporate;97 
Technology;2019-02-04;Consumer;89 
Furniture;2019-02-04;Consumer;14 
Office Supplies;2019-02-05;Home Office;1043 
Furniture;2019-02-05;Consumer;602 
Technology;2019-02-05;Home Office;519 
Furniture;2019-02-05;Home Office;274 
Office Supplies;2019-02-05;Consumer;203 
Technology;2019-02-05;Consumer;150 
Furniture;2019-02-06;Corporate;135 
Technology;2019-02-07;Corporate;636 
Technology;2019-02-07;Consumer;102 
Office Supplies;2019-02-07;Consumer;36 
Technology;2019-02-08;Home Office;1004 
Furniture;2019-02-08;Corporate;234 
Technology;2019-02-09;Corporate;116 
Technology;2019-02-11;Corporate;68 
Office Supplies;2019-02-12;Consumer;1462 
Office Supplies;2019-02-13;Home Office;135 
Furniture;2019-02-14;Consumer;611 
Office Supplies;2019-02-14;Consumer;258 
Office Supplies;2019-02-15;Consumer;431 
Furniture;2019-02-16;Consumer;803 
Office Supplies;2019-02-16;Corporate;101 
Technology;2019-02-16;Consumer;79 
Furniture;2019-02-16;Corporate;69 
Office Supplies;2019-02-16;Consumer;6 
Office Supplies;2019-02-19;Consumer;345 
Furniture;2019-02-19;Consumer;41 
Office Supplies;2019-02-19;Corporate;35 
Office Supplies;2019-02-20;Consumer;14 
Office Supplies;2019-02-21;Corporate;795 
Office Supplies;2019-02-21;Home Office;410 
Furniture;2019-02-21;Corporate;190 
Technology;2019-02-21;Corporate;56 
Technology;2019-02-22;Consumer;511 
Office Supplies;2019-02-22;Home Office;427 
Office Supplies;2019-02-22;Consumer;11 
Office Supplies;2019-02-23;Corporate;62 
Office Supplies;2019-02-25;Consumer;49 
Office Supplies;2019-02-27;Consumer;225 
Furniture;2019-02-27;Consumer;16 
Office Supplies;2019-02-28;Corporate;34 
Office Supplies;2019-03-01;Consumer;106 
Technology;2019-03-02;Consumer;4165 
Furniture;2019-03-02;Consumer;711 
Office Supplies;2019-03-02;Consumer;366 
Technology;2019-03-02;Corporate;165 
Office Supplies;2019-03-04;Consumer;4354 
Technology;2019-03-04;Consumer;1197 
Furniture;2019-03-04;Consumer;695 
Furniture;2019-03-04;Corporate;623 
Office Supplies;2019-03-04;Corporate;61 
Technology;2019-03-05;Corporate;166 
Office Supplies;2019-03-05;Consumer;126 
Office Supplies;2019-03-05;Home Office;18 
Office Supplies;2019-03-05;Corporate;10 
Office Supplies;2019-03-06;Corporate;159 
Technology;2019-03-07;Home Office;495 
Furniture;2019-03-07;Consumer;287 
Office Supplies;2019-03-07;Consumer;4 
Office Supplies;2019-03-07;Home Office;2 
Technology;2019-03-08;Corporate;22 
Technology;2019-03-09;Consumer;1369 
Furniture;2019-03-09;Consumer;201 
Office Supplies;2019-03-09;Corporate;192 
Office Supplies;2019-03-09;Home Office;132 
Office Supplies;2019-03-09;Consumer;93 
Technology;2019-03-09;Home Office;30 
Furniture;2019-03-10;Consumer;383 
Technology;2019-03-10;Home Office;204 
Office Supplies;2019-03-10;Consumer;69 
Technology;2019-03-11;Home Office;7317 
Furniture;2019-03-11;Consumer;150 
Office Supplies;2019-03-11;Corporate;92 
Technology;2019-03-11;Consumer;37 
Office Supplies;2019-03-11;Home Office;16 
Office Supplies;2019-03-12;Home Office;496 
Furniture;2019-03-12;Consumer;266 
Furniture;2019-03-12;Home Office;102 
Technology;2019-03-12;Corporate;50 
Office Supplies;2019-03-12;Corporate;16 
Office Supplies;2019-03-13;Corporate;936 
Furniture;2019-03-13;Corporate;763 
Office Supplies;2019-03-13;Consumer;47 
Office Supplies;2019-03-14;Corporate;4966 
Technology;2019-03-14;Corporate;1437 
Furniture;2019-03-14;Consumer;491 
Office Supplies;2019-03-14;Home Office;445 
Furniture;2019-03-14;Corporate;373 
Technology;2019-03-14;Home Office;219 
Furniture;2019-03-14;Home Office;134 
Office Supplies;2019-03-14;Consumer;73 
Furniture;2019-03-15;Consumer;266 
Furniture;2019-03-15;Corporate;233 
Office Supplies;2019-03-15;Consumer;131 
Office Supplies;2019-03-15;Corporate;41 
Furniture;2019-03-16;Corporate;1862 
Office Supplies;2019-03-16;Home Office;325 
Technology;2019-03-16;Home Office;85 
Office Supplies;2019-03-16;Corporate;30 
Office Supplies;2019-03-18;Consumer;1209 
Furniture;2019-03-18;Consumer;952 
Technology;2019-03-18;Consumer;232 
Office Supplies;2019-03-19;Consumer;811 
Furniture;2019-03-19;Consumer;190 
Furniture;2019-03-20;Consumer;112 
Office Supplies;2019-03-20;Corporate;32 
Furniture;2019-03-21;Home Office;669 
Technology;2019-03-21;Consumer;94 
Furniture;2019-03-21;Corporate;88 
Office Supplies;2019-03-21;Consumer;45 
Furniture;2019-03-22;Consumer;539 
Furniture;2019-03-22;Corporate;94 
Office Supplies;2019-03-22;Consumer;17 
Office Supplies;2019-03-22;Corporate;1 
Furniture;2019-03-23;Consumer;176 
Technology;2019-03-23;Corporate;63 
Technology;2019-03-25;Corporate;419 
Furniture;2019-03-25;Consumer;277 
Office Supplies;2019-03-25;Corporate;21 
Office Supplies;2019-03-25;Consumer;16 
Technology;2019-03-26;Consumer;1133 
Office Supplies;2019-03-26;Corporate;53 
Office Supplies;2019-03-27;Corporate;446 
Technology;2019-03-27;Consumer;110 
Office Supplies;2019-03-27;Consumer;103 
Furniture;2019-03-28;Corporate;53 
Office Supplies;2019-03-28;Corporate;30 
Office Supplies;2019-03-29;Consumer;98 
Office Supplies;2019-03-29;Corporate;29 
Technology;2019-03-30;Home Office;862 
Furniture;2019-03-30;Home Office;802 
Furniture;2019-03-30;Consumer;757 
Technology;2019-03-30;Consumer;146 
Office Supplies;2019-03-30;Consumer;86 
Office Supplies;2019-03-30;Home Office;43 
Office Supplies;2019-03-31;Corporate;11 
Technology;2019-04-01;Consumer;338 
Furniture;2019-04-01;Consumer;282 
Furniture;2019-04-02;Consumer;1304 
Office Supplies;2019-04-02;Consumer;742 
Office Supplies;2019-04-02;Corporate;108 
Technology;2019-04-02;Consumer;34 
Technology;2019-04-02;Corporate;14 
Furniture;2019-04-02;Home Office;8 
Furniture;2019-04-03;Corporate;1280 
Technology;2019-04-04;Consumer;268 
Office Supplies;2019-04-04;Consumer;104 
Furniture;2019-04-04;Consumer;74 
Office Supplies;2019-04-04;Home Office;9 
Office Supplies;2019-04-05;Consumer;542 
Technology;2019-04-05;Home Office;238 
Furniture;2019-04-05;Home Office;78 
Office Supplies;2019-04-05;Home Office;60 
Office Supplies;2019-04-06;Consumer;715 
Office Supplies;2019-04-06;Home Office;162 
Technology;2019-04-06;Consumer;107 
Technology;2019-04-07;Home Office;1385 
Technology;2019-04-08;Corporate;1164 
Furniture;2019-04-08;Corporate;567 
Office Supplies;2019-04-08;Consumer;67 
Office Supplies;2019-04-08;Corporate;33 
Office Supplies;2019-04-09;Consumer;1151 
Furniture;2019-04-09;Consumer;916 
Technology;2019-04-09;Consumer;410 
Office Supplies;2019-04-09;Home Office;197 
Furniture;2019-04-09;Home Office;157 
Furniture;2019-04-10;Consumer;562 
Technology;2019-04-10;Home Office;508 
Office Supplies;2019-04-10;Corporate;31 
Office Supplies;2019-04-10;Home Office;6 
Office Supplies;2019-04-11;Consumer;919 
Office Supplies;2019-04-11;Corporate;52 
Furniture;2019-04-13;Consumer;1282 
Office Supplies;2019-04-13;Consumer;179 
Office Supplies;2019-04-13;Corporate;163 
Office Supplies;2019-04-14;Consumer;5 
Furniture;2019-04-15;Consumer;1357 
Office Supplies;2019-04-15;Consumer;154 
Furniture;2019-04-16;Consumer;987 
Technology;2019-04-16;Home Office;673 
Office Supplies;2019-04-16;Home Office;321 
Office Supplies;2019-04-16;Corporate;41 
Technology;2019-04-17;Corporate;9373 
Office Supplies;2019-04-17;Consumer;166 
Technology;2019-04-17;Consumer;34 
Office Supplies;2019-04-17;Corporate;25 
Furniture;2019-04-17;Corporate;8 
Furniture;2019-04-18;Consumer;283 
Furniture;2019-04-18;Corporate;82 
Technology;2019-04-18;Home Office;40 
Office Supplies;2019-04-18;Home Office;29 
Furniture;2019-04-18;Home Office;20 
Office Supplies;2019-04-19;Corporate;1663 
Furniture;2019-04-19;Corporate;482 
Office Supplies;2019-04-19;Home Office;221 
Office Supplies;2019-04-19;Consumer;214 
